SUBJECT_ID	PARENT_ID	TYPE	TIMEPOINT	POPULATION	SUPER_POPULATION	FAMILY_ID	GENDER	RELATIONSHIP	FAMILY_TYPE	
NA18133		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18134		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18135		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18136		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18138		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18139		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18140		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18141		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18143		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18144		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18145		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18146		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18147		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18148		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18149		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18150		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18151		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18152		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18153		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18154		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18155		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18156		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18157		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18158		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18159		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18160		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18161		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18162		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18163		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18164		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18166		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18484		PATIENT 		YRI	African	Y001	FEMALE	CHILD	TRIO	
NA18485		PATIENT 		YRI	African	Y002	MALE	CHILD	TRIO	
NA18486		PATIENT 		YRI	African	Y001	MALE	FATHER	TRIO	
NA18487		PATIENT 		YRI	African	Y002	MALE	FATHER	TRIO	
NA18488		PATIENT 		YRI	African	Y001	FEMALE	MOTHER	TRIO	
NA18489		PATIENT 		YRI	African	Y002	FEMALE	MOTHER	TRIO	
NA18497		PATIENT 		YRI	African	Y003	MALE	CHILD	TRIO	
NA18498		PATIENT 		YRI	African	Y003	MALE	FATHER	TRIO	
NA18499		PATIENT 		YRI	African	Y003	FEMALE	MOTHER	TRIO	
NA18500		PATIENT 		YRI	African	Y004	MALE	CHILD	TRIO	
NA18501		PATIENT 		YRI	African	Y004	MALE	FATHER	TRIO	
NA18502		PATIENT 		YRI	African	Y004	FEMALE	MOTHER	TRIO	
NA18503		PATIENT 		YRI	African	Y005	MALE	CHILD	TRIO	
NA18504		PATIENT 		YRI	African	Y005	MALE	FATHER	TRIO	
NA18505		PATIENT 		YRI	African	Y005	FEMALE	MOTHER	TRIO	
NA18506		PATIENT 		YRI	African	Y009	MALE	CHILD	TRIO	
NA18507		PATIENT 		YRI	African	Y009	MALE	FATHER	TRIO	
NA18508		PATIENT 		YRI	African	Y009	FEMALE	MOTHER	TRIO	
NA18509		PATIENT 		YRI	African	Y010	MALE	CHILD	DUO	
NA18510		PATIENT 		YRI	African	Y010	MALE	NOT FATHER	UNREL	
NA18511		PATIENT 		YRI	African	Y010	FEMALE	MOTHER	DUO	
NA18515		PATIENT 		YRI	African	Y013	MALE	CHILD	TRIO	
NA18516		PATIENT 		YRI	African	Y013	MALE	FATHER	TRIO	
NA18517		PATIENT 		YRI	African	Y013	FEMALE	MOTHER	TRIO	
NA18518		PATIENT 		YRI	African	Y014	FEMALE	CHILD	TRIO	
NA18519		PATIENT 		YRI	African	Y014	MALE	FATHER	TRIO	
NA18520		PATIENT 		YRI	African	Y014	FEMALE	MOTHER	TRIO	
NA18521		PATIENT 		YRI	African	Y016	MALE	CHILD	TRIO	
NA18522		PATIENT 		YRI	African	Y016	MALE	FATHER	TRIO	
NA18523		PATIENT 		YRI	African	Y016	FEMALE	MOTHER	TRIO	
NA18524		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18525		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18526		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18527		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18528		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18529		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18530		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18531		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18532		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18533		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18534		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18535		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18536		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18537		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18538		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18539		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18540		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18541		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18542		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18543		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18544		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18545		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18546		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18547		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18548		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18549		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18550		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18552		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18553		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18555		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18557		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18558		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18559		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18560		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18561		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18562		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18563		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18564		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18565		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18566		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18567		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18568		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18569		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18570		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18571		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18572		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18573		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18574		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18575		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18576		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18577		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18579		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18580		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18581		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18582		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18583		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18591		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18592		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18593		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18594		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18595		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18596		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18597		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18598		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18599		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18602		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18603		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18605		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18606		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18608		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18609		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18610		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18611		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18612		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18613		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18614		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18615		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18616		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18617		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18618		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18619		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18620		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18621		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18622		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18623		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18624		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18625		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18626		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18627		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18628		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18629		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18630		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18631		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18632		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18633		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18634		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18635		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18636		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18637		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18638		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18639		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18640		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18641		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18642		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18643		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18644		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18645		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18646		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18647		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18648		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18649		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18669		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18670		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18671		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18673		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18674		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18675		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18677		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18679		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18682		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18683		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18684		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18685		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18686		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18687		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18689		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18690		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18691		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18692		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18693		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18694		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18695		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18696		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18697		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18698		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18699		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18701		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18702		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18704		PATIENT 		CHD	East Asian		FEMALE		UNREL	
NA18706		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18707		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18708		PATIENT 		CHD	East Asian		MALE		UNREL	
NA18739		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18740		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18741		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18742		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18743		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18744		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18745		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18747		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18748		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18749		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18750		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18751		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18752		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18753		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18755		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18756		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18757		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18758		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18759		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18760		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18761		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18762		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18763		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18764		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18765		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18767		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18768		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18769		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18770		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18771		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18772		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18773		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18774		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18775		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18777		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18778		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18779		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18780		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18781		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18783		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18784		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18785		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18787		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18789		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18790		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18791		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18792		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18794		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18795		PATIENT 		CHB	East Asian		FEMALE		UNREL	
NA18796		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18798		PATIENT 		CHB	East Asian		MALE		UNREL	
NA18852		PATIENT 		YRI	African	Y018	FEMALE	MOTHER	TRIO	
NA18853		PATIENT 		YRI	African	Y018	MALE	FATHER	TRIO	
NA18854		PATIENT 		YRI	African	Y018	MALE	CHILD	TRIO	
NA18855		PATIENT 		YRI	African	Y023	FEMALE	MOTHER	TRIO	
NA18856		PATIENT 		YRI	African	Y023	MALE	FATHER	TRIO	
NA18857		PATIENT 		YRI	African	Y023	MALE	CHILD	TRIO	
NA18858		PATIENT 		YRI	African	Y012	FEMALE	MOTHER	TRIO	
NA18859		PATIENT 		YRI	African	Y012	MALE	FATHER	TRIO	
NA18860		PATIENT 		YRI	African	Y012	MALE	CHILD	TRIO	
NA18861		PATIENT 		YRI	African	Y024	FEMALE	MOTHER	TRIO	
NA18862		PATIENT 		YRI	African	Y024	MALE	FATHER	TRIO	
NA18863		PATIENT 		YRI	African	Y024	MALE	CHILD	TRIO	
NA18864		PATIENT 		YRI	African	Y026	FEMALE	MOTHER	UNREL	
NA18865		PATIENT 		YRI	African	Y026	MALE	FATHER	UNREL	
NA18867		PATIENT 		YRI	African	Y007	FEMALE	MOTHER	TRIO	
NA18868		PATIENT 		YRI	African	Y007	MALE	FATHER	TRIO	
NA18869		PATIENT 		YRI	African	Y007	MALE	CHILD	TRIO	
NA18870		PATIENT 		YRI	African	Y017	FEMALE	MOTHER	TRIO	
NA18871		PATIENT 		YRI	African	Y017	MALE	FATHER	TRIO	
NA18872		PATIENT 		YRI	African	Y017	MALE	CHILD	TRIO	
NA18873		PATIENT 		YRI	African	Y019	FEMALE	MOTHER	TRIO	
NA18874		PATIENT 		YRI	African	Y019	MALE	FATHER	TRIO	
NA18875		PATIENT 		YRI	African	Y019	FEMALE	CHILD	TRIO	
NA18876		PATIENT 		YRI	African	Y020	FEMALE	MOTHER	UNREL	
NA18877		PATIENT 		YRI	African	Y020	MALE	FATHER	UNREL	
NA18878		PATIENT 		YRI	African	Y021	FEMALE	MOTHER	UNREL	
NA18879		PATIENT 		YRI	African	Y021	MALE	FATHER	UNREL	
NA18881		PATIENT 		YRI	African	Y022	FEMALE	MOTHER	UNREL	
NA18906		PATIENT 		YRI	African	Y020	FEMALE	CHILD OF 18876 & 7	ADDNL RELATED	
NA18907		PATIENT 		YRI	African	Y025	FEMALE	MOTHER	DUO	
NA18908		PATIENT 		YRI	African	Y025	MALE	NOT FATHER	UNREL	
NA18909		PATIENT 		YRI	African	Y027	FEMALE	MOTHER	TRIO	
NA18910		PATIENT 		YRI	African	Y027	MALE	FATHER	TRIO	
NA18911		PATIENT 		YRI	African	Y027	MALE	CHILD	TRIO	
NA18912		PATIENT 		YRI	African	Y028	FEMALE	MOTHER	TRIO	
NA18913		PATIENT 		YRI	African	Y028	MALE	FATHER	TRIO	
NA18914		PATIENT 		YRI	African	Y028	MALE	CHILD	TRIO	
NA18915		PATIENT 		YRI	African	Y029	MALE	FATHER	UNREL	
NA18916		PATIENT 		YRI	African	Y030	FEMALE	MOTHER	TRIO	
NA18917		PATIENT 		YRI	African	Y030	MALE	FATHER	TRIO	
NA18921		PATIENT 		YRI	African	Y032	FEMALE	MOTHER	UNREL	
NA18923		PATIENT 		YRI	African	Y033	MALE	FATHER	TRIO	
NA18924		PATIENT 		YRI	African	Y033	FEMALE	MOTHER	TRIO	
NA18925		PATIENT 		YRI	African	Y033	MALE	CHILD	TRIO	
NA18930		PATIENT 		YRI	African	Y030	FEMALE	CHILD	TRIO	
NA18931		PATIENT 		YRI	African	Y034	FEMALE	MOTHER	UNREL	
NA18932		PATIENT 		YRI	African	Y034	FEMALE	CHILD OF 18931	ADDNL RELATED	
NA18933		PATIENT 		YRI	African	Y036	FEMALE	MOTHER	TRIO	
NA18934		PATIENT 		YRI	African	Y036	MALE	FATHER	TRIO	
NA18935		PATIENT 		YRI	African	Y036	MALE	CHILD	TRIO	
NA18939		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18940		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18941		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18942		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18943		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18944		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18945		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18946		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18947		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18948		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18949		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18950		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18951		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18952		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18953		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18954		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18955		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18956		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18957		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18959		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18960		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18961		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18962		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18963		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18964		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18965		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18966		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18967		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18968		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18969		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18970		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18971		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18972		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18973		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18974		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18975		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18976		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18977		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18978		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18979		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18980		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18981		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18982		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18983		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18984		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18985		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18986		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18987		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18988		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18989		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18990		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18991		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18992		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18993		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18994		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18995		PATIENT 		JPT	East Asian		MALE		UNREL	
NA18997		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18998		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA18999		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19000		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19001		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19002		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19003		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19004		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19005		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19006		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19007		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19009		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19010		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19011		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19012		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19017		PATIENT 		LWK	African		FEMALE		UNREL	
NA19019		PATIENT 		LWK	African		FEMALE		UNREL	
NA19020		PATIENT 		LWK	African		MALE		UNREL	
NA19022		PATIENT 		LWK	African		FEMALE		UNREL	
NA19023		PATIENT 		LWK	African		FEMALE		UNREL	
NA19024		PATIENT 		LWK	African		FEMALE		UNREL	
NA19025		PATIENT 		LWK	African		MALE		UNREL	
NA19026		PATIENT 		LWK	African		MALE		UNREL	
NA19027		PATIENT 		LWK	African		MALE		UNREL	
NA19028		PATIENT 		LWK	African		MALE		UNREL	
NA19030		PATIENT 		LWK	African		FEMALE		UNREL	
NA19031		PATIENT 		LWK	African		MALE		UNREL	
NA19035		PATIENT 		LWK	African		MALE		UNREL	
NA19036		PATIENT 		LWK	African		FEMALE		UNREL	
NA19037		PATIENT 		LWK	African		FEMALE		UNREL	
NA19038		PATIENT 		LWK	African		FEMALE		UNREL	
NA19039		PATIENT 		LWK	African		FEMALE		UNREL	
NA19041		PATIENT 		LWK	African		MALE		UNREL	
NA19042		PATIENT 		LWK	African		FEMALE		UNREL	
NA19043		PATIENT 		LWK	African		MALE		UNREL	
NA19044		PATIENT 		LWK	African		MALE		UNREL	
NA19045		PATIENT 		LWK	African		MALE		UNREL	
NA19046		PATIENT 		LWK	African		MALE		UNREL	
NA19054		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19055		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19056		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19057		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19058		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19059		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19060		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19062		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19063		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19064		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19065		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19066		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19067		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19068		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19070		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19072		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19074		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19075		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19076		PATIENT 		JPT	East Asian		MALE		UNREL	
NA19077		PATIENT 		JPT	East Asian		FEMALE		UNREL	
NA19078		PATIENT 		JPT	East Asian		FEMALE		UNREL	
