V1	V2
ILMN_1655525	FLCN
ILMN_1683390	FLCN
ILMN_2226519	CYP2D7P1
ILMN_2242900	IL1RL1
ILMN_2313672	IL1RL1
ILMN_1828413	
ILMN_1789543	LOC643082
ILMN_1702244	TMEM68
ILMN_1718265	ATG5
ILMN_2346137	ZNF557
ILMN_1809892	FLJ40712
ILMN_1847133	
ILMN_1755811	FBXO4
ILMN_1757355	FBXO4
ILMN_1817238	
ILMN_1822025	
ILMN_1747924	LOC644254
ILMN_1909615	
ILMN_1783287	S100A14
ILMN_2337923	TPD52L1
ILMN_1844469	
ILMN_2335704	NCF4
ILMN_1785005	NCF4
ILMN_1743021	CAMKK2
ILMN_1736729	OAS2
ILMN_1799669	PSORS1C1
ILMN_1701409	LOC646588
ILMN_1912130	
ILMN_1833695	
ILMN_1843259	
ILMN_1792088	C1orf101
ILMN_1904004	
ILMN_1673649	HYOU1
ILMN_2069446	SAFB2
ILMN_1768958	RASGRP1
ILMN_1738912	LOC644953
ILMN_1915186	
ILMN_1728779	NGLY1
ILMN_1899338	
ILMN_1777301	ARL13B
ILMN_1795126	LOC649703
ILMN_1666190	LOC645745
ILMN_2302632	HFE
ILMN_1904058	
ILMN_1845555	
ILMN_1760732	TAS2R40
ILMN_1753449	CST1
ILMN_1754658	CDRT1
ILMN_1822559	
ILMN_1899693	
ILMN_1849795	
ILMN_1655821	CAPG
ILMN_1665824	C6orf218
ILMN_1889547	
ILMN_1690295	LOC648343
ILMN_2188141	PSG2
ILMN_1764483	PSG2
ILMN_1705466	FLJ30058
ILMN_1662603	LOC389111
ILMN_1830174	
ILMN_1711715	LOC645951
ILMN_1807533	C17orf71
ILMN_1804357	GNG4
ILMN_1719782	LOC652097
ILMN_1893108	
ILMN_2371964	MRPS12
ILMN_2248655	RGS3
ILMN_1861677	
ILMN_1874246	
ILMN_1692077	MXRA7
ILMN_1791545	KRT23
ILMN_1702384	ZNF706
ILMN_1759411	C16orf79
ILMN_1891675	
ILMN_1914263	
ILMN_1674282	PPARD
ILMN_1721349	MAGT1
ILMN_1660980	LOC647540
ILMN_1737580	PPPDE2
ILMN_1843175	
ILMN_1816732	
ILMN_1877595	
ILMN_1679073	LOC647500
ILMN_1710268	ZNF385D
ILMN_1681882	CETP
ILMN_2098013	CETP
ILMN_1872182	
ILMN_1661355	CHRND
ILMN_1653376	FAM171B
ILMN_1746941	HIPK3
ILMN_1860672	
ILMN_1798360	CXCR7
ILMN_1773252	LOC650361
ILMN_1737074	LOC440589
ILMN_1652768	LOC440589
ILMN_1730432	IGSF8
ILMN_1807807	SKA2
ILMN_2323526	WAC
ILMN_1768925	C1QTNF3
ILMN_1794882	DTWD2
ILMN_2054554	DTWD2
ILMN_1714539	LOC652882
ILMN_1880130	
ILMN_1850562	
ILMN_1754415	LOC654133
ILMN_1658858	SP140L
ILMN_1837041	
ILMN_1736956	GREB1
ILMN_1715984	GREB1
ILMN_1906532	
ILMN_1858413	
ILMN_1717294	PTPN3
ILMN_1790744	OR5AU1
ILMN_1679532	GRM3
ILMN_2078975	GRM3
ILMN_1840665	
ILMN_2388142	CD99L2
ILMN_1700681	CD99L2
ILMN_1841835	
ILMN_2041293	SQLE
ILMN_2210739	CDH12P
ILMN_2254123	IFT81
ILMN_1798433	LNPEP
ILMN_1788107	IL11
ILMN_1668608	RBPMS
ILMN_1914088	
ILMN_2341548	MYO5B
ILMN_1842033	
ILMN_1727970	ONECUT1
ILMN_2114812	ONECUT1
ILMN_1699576	CDON
ILMN_1856633	
ILMN_1729115	LOC651816
ILMN_1914073	
ILMN_1916657	
ILMN_1853010	
ILMN_1813572	IL16
ILMN_1805911	LOC401284
ILMN_1824067	LOC728117
ILMN_1727248	INF2
ILMN_1669206	CNOT1
ILMN_1719143	APOBEC2
ILMN_1694950	MRPL28
ILMN_1854474	
ILMN_1674128	CWC22
ILMN_1660938	TOE1
ILMN_1872733	
ILMN_1749073	TCEAL5
ILMN_1865078	LOC730340
ILMN_2338348	UBASH3A
ILMN_1786118	FXYD7
ILMN_1878026	
ILMN_1824029	
ILMN_1838098	
ILMN_1710598	SKI
ILMN_1813386	CORO6
ILMN_1828161	
ILMN_1866523	
ILMN_1825803	
ILMN_1844244	
ILMN_2094377	TRPC3
ILMN_1788629	CCDC46
ILMN_2320336	CLK3
ILMN_1692015	LOC652111
ILMN_1891233	
ILMN_1703684	NAP1L2
ILMN_1695468	SRPK2
ILMN_1669215	SRPK2
ILMN_1714809	RPIA
ILMN_1808713	HSD17B2
ILMN_1699666	STRADA
ILMN_1717880	LOC643386
ILMN_1674620	SGCE
ILMN_1885437	
ILMN_1787831	ODF3L2
ILMN_1714397	CRYL1
ILMN_1856027	
ILMN_1757343	PABPC4
ILMN_2300396	COMMD5
ILMN_2235454	COMMD5
ILMN_1868080	
ILMN_2207816	DTWD1
ILMN_1882150	
ILMN_1700199	KCNH5
ILMN_1765606	YAF2
ILMN_2363805	YAF2
ILMN_1671686	EPB49
ILMN_1916577	
ILMN_1688104	TRDMT1
ILMN_2404112	TRDMT1
ILMN_1769658	LYSMD4
ILMN_2159859	LYSMD4
ILMN_1760199	CALB1
ILMN_1748175	LOC653750
ILMN_1903697	
ILMN_1727426	ERG
ILMN_1785486	ERG
ILMN_1733807	IGF2BP1
ILMN_2335109	RNF12
ILMN_2254182	RNF12
ILMN_2213008	ARMC2
ILMN_1849207	
ILMN_1723584	LOC650418
ILMN_1884167	
ILMN_1712314	DUSP9
ILMN_1659452	AAA1
ILMN_2388397	LYPD1
ILMN_1730329	CRSP6
ILMN_1681248	TCHH
ILMN_1842388	
ILMN_1720180	LOC643035
ILMN_1680386	RPP38
ILMN_1810334	COMMD7
ILMN_1780827	EPS8L2
ILMN_2339006	KIAA0564
ILMN_1709162	SHCBP1
ILMN_1867796	
ILMN_1763673	LOC651212
ILMN_1655334	LOC650628
ILMN_1762711	KRTAP10-4
ILMN_1794638	VIP
ILMN_1770493	CCDC37
ILMN_1771746	C6orf165
ILMN_1757837	C6orf165
ILMN_1726199	ZNF594
ILMN_1864387	
ILMN_1849254	
ILMN_1682565	LOC647079
ILMN_2125869	ACTA1
ILMN_1736752	COMTD1
ILMN_1813297	LOC646162
ILMN_1669552	LOC648775
ILMN_1819932	
ILMN_1743402	SIX4
ILMN_1685422	LOC650122
ILMN_2294784	PRDM1
ILMN_1729318	TOR1AIP1
ILMN_1854620	
ILMN_1765895	LOC651807
ILMN_1712487	LGTN
ILMN_1885170	
ILMN_1827968	
ILMN_1825820	
ILMN_1849345	
ILMN_1694177	PCNA
ILMN_1706958	PCNA
ILMN_1903070	
ILMN_1651681	WDFY3
ILMN_1775224	NOS3
ILMN_1845171	
ILMN_1865291	
ILMN_1685164	CACNB4
ILMN_1822778	
ILMN_1699598	AP2M1
ILMN_2402798	AP2M1
ILMN_1690392	COMMD3
ILMN_2389590	PRKAR1A
ILMN_1738699	FXR2
ILMN_1827950	
ILMN_1715425	LOC647480
ILMN_2211956	TTTY6
ILMN_2211959	TTTY6
ILMN_1705247	ACSL5
ILMN_1678517	ACSL5
ILMN_1710884	OR5M10
ILMN_1665916	HYAL2
ILMN_1673798	PPOX
ILMN_1701619	ITGB5
ILMN_2192032	SRP19
ILMN_1760369	TSSK3
ILMN_1685005	TNFRSF1A
ILMN_1760513	DYDC2
ILMN_1719811	REM1
ILMN_1771224	SKA1
ILMN_1779370	ARHGEF9
ILMN_1764778	NASP
ILMN_1806448	NTNG2
ILMN_1780551	ADRA1A
ILMN_1696781	LOC402635
ILMN_1880089	
ILMN_1839701	
ILMN_1870447	
ILMN_1815773	TMEM190
ILMN_1862690	
ILMN_1804448	MSI2
ILMN_1683115	LOC652843
ILMN_2206294	C13orf26
ILMN_1726054	C13orf26
ILMN_1747547	KIAA0888
ILMN_1826914	
ILMN_1745071	LOC541473
ILMN_1828111	
ILMN_1871154	
ILMN_1804530	LOC653888
ILMN_1879094	
ILMN_1765299	PRIMA1
ILMN_2174081	ZNF133
ILMN_2206141	BAGE5
ILMN_1787233	LOC652877
ILMN_1694082	LOC643598
ILMN_2402629	METTL9
ILMN_1855979	
ILMN_1829421	
ILMN_1747318	INADL
ILMN_1773312	INADL
ILMN_1676550	LOC152578
ILMN_2275396	ADORA1
ILMN_2373444	ADORA1
ILMN_2223911	ADAM3A
ILMN_1795204	ADAM3A
ILMN_1669486	ADAM3A
ILMN_1745927	TGFBR1
ILMN_2348503	PPIE
ILMN_1665332	LOC653157
ILMN_1842435	
ILMN_1711048	ZBTB17
ILMN_2251766	IL1R2
ILMN_1772131	IL1R2
ILMN_2360710	TPM1
ILMN_1863478	
ILMN_1654385	ASB13
ILMN_1680580	LOC148709
ILMN_1651690	PGBD4
ILMN_1706945	SNED1
ILMN_2170209	RASD2
ILMN_1739138	OR1N1
ILMN_1660972	LOC645476
ILMN_1707127	F2RL3
ILMN_1849494	
ILMN_1692739	ISLR2
ILMN_1862963	
ILMN_1862939	
ILMN_1788211	SNX19
ILMN_1727360	MAOB
ILMN_1666852	TRIM62
ILMN_1810147	ZNF524
ILMN_1730630	CXorf56
ILMN_1707469	BMP2KL
ILMN_1663603	LOC653262
ILMN_1755181	LOC651091
ILMN_2082903	OR5D16
ILMN_1744941	TCOF1
ILMN_1730940	KLHDC3
ILMN_1910062	
ILMN_1732962	KIAA1210
ILMN_1683883	ACY1
ILMN_1785930	OR11A1
ILMN_1740463	LOC339778
ILMN_1859741	
ILMN_1860036	
ILMN_1882798	
ILMN_1837777	
ILMN_1809465	LOC643320
ILMN_1790070	C2orf61
ILMN_1791951	KRTAP13-1
ILMN_1732750	CHCHD8
ILMN_1760579	LOC650687
ILMN_1664969	LOC643783
ILMN_2053921	CAPZB
ILMN_1815804	LOC643749
ILMN_1697704	KRTAP12-2
ILMN_1710325	SCEL
ILMN_1807503	CPA2
ILMN_1755514	LOC653071
ILMN_2129505	CYBASC3
ILMN_1717423	LOC652476
ILMN_1686237	CBX2
ILMN_1709645	CBX2
ILMN_1806809	ZNF189
ILMN_1762407	CABLES2
ILMN_1772645	AGK
ILMN_1697444	IL1RL1
ILMN_1719735	LOC653252
ILMN_1761301	LOC643373
ILMN_1748666	LOC643171
ILMN_1894029	
ILMN_1894167	
ILMN_1915345	
ILMN_1736300	SEMA5B
ILMN_1660306	ITGA8
ILMN_1738632	PRKAR1A
ILMN_1710216	AVEN
ILMN_1878882	
ILMN_1757255	CDKN2A
ILMN_1758983	OTOP1
ILMN_1809145	HRIHFB2122
ILMN_1682180	VCPIP1
ILMN_1914997	
ILMN_1915376	
ILMN_1701614	CDC73
ILMN_1877204	
ILMN_2249677	LSR
ILMN_1717524	LIPT1
ILMN_2343105	LIPT1
ILMN_1865663	
ILMN_1901944	
ILMN_1772834	LPIN3
ILMN_1682112	PCDHA10
ILMN_1713272	KRT74
ILMN_1901921	
ILMN_2267508	CAPSL
ILMN_1763843	CAPSL
ILMN_2359306	CAPSL
ILMN_1843248	
ILMN_1669366	IFT88
ILMN_2373755	IFT88
ILMN_2297353	TRPV4
ILMN_1758323	ACPP
ILMN_1682664	LOC644809
ILMN_1683456	CCL7
ILMN_1875859	
ILMN_1788022	CDKAL1
ILMN_1685313	PLEC1
ILMN_1669323	BACE2
ILMN_1840089	
ILMN_1680494	FLJ12529
ILMN_1690034	SOD3
ILMN_2194649	TADA1L
ILMN_1776487	TADA1L
ILMN_1764185	CDC37L1
ILMN_1903286	
ILMN_1728642	GDF1
ILMN_1662280	GDF1
ILMN_1685319	GDF1
ILMN_1657832	LOC222699
ILMN_1841311	
ILMN_2129273	STRN
ILMN_1830598	
ILMN_1675413	ENPP7
ILMN_2130468	ENPP7
ILMN_1887868	
ILMN_1906834	
ILMN_2105539	FZD10
ILMN_1660323	LOC731999
ILMN_1660277	LOC731999
ILMN_1797368	WHDC1L1
ILMN_1798103	TREML3
ILMN_1861985	
ILMN_1777745	FAM133B
ILMN_1885621	
ILMN_1784766	MCM3AP
ILMN_1768809	ZNF134
ILMN_1828958	
ILMN_1897015	
ILMN_1914047	
ILMN_1664320	SLC14A2
ILMN_1829845	
ILMN_1711156	LOC645895
ILMN_1867897	
ILMN_1714228	SPTBN1
ILMN_1909743	
ILMN_1701293	COX7A2
ILMN_1882475	
ILMN_1837842	
ILMN_1912742	
ILMN_2160476	CCL22
ILMN_1898785	
ILMN_1841620	
ILMN_1909210	
ILMN_2314121	TSHR
ILMN_1660639	TSHR
ILMN_1678651	LOC651022
ILMN_2408730	GCC2
ILMN_1706959	TIMM22
ILMN_1751266	LOC652045
ILMN_1755489	LOC642765
ILMN_1883326	
ILMN_1912195	
ILMN_1895827	
ILMN_1798636	RPL32
ILMN_1663799	RPL32
ILMN_1782167	RPL32
ILMN_1863212	
ILMN_1823063	
ILMN_1695711	FAM105A
ILMN_1796087	NBPF1
ILMN_1733579	EVI2A
ILMN_2369018	EVI2A
ILMN_1726942	LOC402160
ILMN_2108150	LOC284441
ILMN_1829945	
ILMN_1696263	LOC643032
ILMN_1751375	ENAM
ILMN_1838715	
ILMN_1851332	
ILMN_1777901	LOC642434
ILMN_2372040	MTP18
ILMN_1666361	SLC23A2
ILMN_1818882	
ILMN_2250820	MYO1C
ILMN_2329165	MYO1C
ILMN_1864587	
ILMN_1654641	LOC642521
ILMN_1786771	LOC387646
ILMN_1771156	MAP2K3
ILMN_1708049	LOC390378
ILMN_1695376	LOC649738
ILMN_1913641	
ILMN_1735051	FBXL5
ILMN_1663467	LOC646818
ILMN_1667826	LOC647174
ILMN_1744035	SAPS2
ILMN_1820509	
ILMN_1728440	KRTAP6-3
ILMN_2286514	GTPBP8
ILMN_2393243	GTPBP8
ILMN_1660698	GTPBP8
ILMN_1738793	ZNF71
ILMN_1916094	
ILMN_2374692	WAC
ILMN_1696554	FLJ43276
ILMN_2396338	BANP
ILMN_1651279	LOC645349
ILMN_1716952	FBXO10
ILMN_2089616	FBXO10
ILMN_1736969	SLITRK3
ILMN_1881964	
ILMN_2213136	LEF1
ILMN_1679185	LEF1
ILMN_1749109	PSAP
ILMN_1885022	
ILMN_1883764	
ILMN_1891863	
ILMN_1769671	RYK
ILMN_1689029	WDR7
ILMN_2383516	WDR7
ILMN_2281167	WDR7
ILMN_1738552	SLC1A3
ILMN_1897900	
ILMN_1851356	
ILMN_2136446	CTNNAL1
ILMN_1753716	EIF2B1
ILMN_1883858	
ILMN_1794912	ATP5H
ILMN_1868977	
ILMN_1907874	
ILMN_1841350	
ILMN_1894779	
ILMN_1801246	IFITM1
ILMN_2367753	ATP2B4
ILMN_1775045	ADIPOQ
ILMN_1854515	
ILMN_1760858	RAB8A
ILMN_1666122	HEG1
ILMN_1669370	RFX4
ILMN_1745933	LOC400713
ILMN_1869770	
ILMN_1859895	
ILMN_1654396	ITGB2
ILMN_1804255	ADRB1
ILMN_1744089	C1orf127
ILMN_1875204	
ILMN_1916723	
ILMN_1854639	
ILMN_1789419	EXOC3
ILMN_1652151	LOC644829
ILMN_1653286	LOC642345
ILMN_1690138	PHF10
ILMN_1895569	
ILMN_1664314	LOC644200
ILMN_1896181	
ILMN_1663699	SLCO3A1
ILMN_1678928	SLCO3A1
ILMN_1654735	SLCO3A1
ILMN_1748738	SLC22A17
ILMN_2242463	CTSC
ILMN_1696347	CTSC
ILMN_1792885	CTSC
ILMN_1797965	PDP2
ILMN_1710597	CDV3
ILMN_2244004	ZMYM3
ILMN_1765427	TSGA10IP
ILMN_1750518	THOC4
ILMN_1760741	NDUFA9
ILMN_1759344	LOC652226
ILMN_1719165	BRMS1
ILMN_1714527	VAMP3
ILMN_1695442	LOC649680
ILMN_1913885	
ILMN_1798700	CHRNA1
ILMN_1883492	LOC731742
ILMN_2135232	SFRS3
ILMN_1723212	SFRS3
ILMN_1719283	HEATR7B2
ILMN_1666739	RBM15
ILMN_1914320	
ILMN_1801767	ABHD3
ILMN_2056975	HPRT1
ILMN_1718353	LOC652458
ILMN_1669930	LGALS8
ILMN_1916119	
ILMN_1671628	LOC651655
ILMN_1750497	GPR109A
ILMN_2415393	FSHB
ILMN_1863571	
ILMN_1668766	ROPN1
ILMN_1776566	LOC645133
ILMN_1777299	LOC652771
ILMN_1727762	CASP1
ILMN_1837692	
ILMN_1835709	
ILMN_1803236	CLCA2
ILMN_1785655	HMGB4
ILMN_1808914	C11orf85
ILMN_2182850	C11orf85
ILMN_1788768	LOC652699
ILMN_1845134	
ILMN_1883937	
ILMN_2373791	ENPP2
ILMN_1780799	ENPP2
ILMN_1791039	RTF1
ILMN_1695370	LOC645968
ILMN_1782399	LOC400456
ILMN_1730768	LOC400456
ILMN_1881446	
ILMN_2317524	TBL1Y
ILMN_1812328	TBL1Y
ILMN_2287253	PFKL
ILMN_1907716	
ILMN_1713496	ST3GAL5
ILMN_2388701	ST3GAL5
ILMN_1908944	
ILMN_1750401	C17orf62
ILMN_1910619	
ILMN_1761721	VPS35
ILMN_2286339	ADD2
ILMN_1717674	PEPD
ILMN_1851244	
ILMN_1709584	PRDX2
ILMN_1767766	PRDX2
ILMN_2382829	PRDX2
ILMN_1880065	
ILMN_2127477	G6PC3
ILMN_1727099	FLJ37201
ILMN_1704094	PSMA6
ILMN_2151818	PSMA6
ILMN_1739486	OVOS
ILMN_1808991	LOC652062
ILMN_1715436	LOC650799
ILMN_1749834	LOC388588
ILMN_1759359	BTF3L4
ILMN_1845697	
ILMN_1790715	LOC653105
ILMN_1695645	CETN2
ILMN_1655269	C2orf66
ILMN_1767324	EIF4EBP1
ILMN_1871626	
ILMN_2410975	ATG9A
ILMN_2296290	ATG9A
ILMN_1739008	ATG9A
ILMN_2081070	BTC
ILMN_1858508	
ILMN_1826321	
ILMN_2168952	DENR
ILMN_1760954	DENR
ILMN_1728295	LOC643231
ILMN_1718633	LRP5L
ILMN_1735275	WDSUB1
ILMN_1868290	
ILMN_1841999	
ILMN_1656419	RAB11FIP1
ILMN_1865477	
ILMN_1723644	PKLR
ILMN_1664233	LOC644590
ILMN_1900190	
ILMN_2154654	PTP4A1
ILMN_1760575	PTP4A1
ILMN_1720976	PITX2
ILMN_1911536	
ILMN_1702534	CD244
ILMN_1895548	
ILMN_1747946	LOC643454
ILMN_2258383	BAX
ILMN_1670954	KCNA1
ILMN_1864148	
ILMN_2375484	CPEB2
ILMN_1774948	CPEB2
ILMN_1826364	
ILMN_1824032	
ILMN_1766435	WBP11
ILMN_1661051	WBP11
ILMN_1675776	BRUNOL4
ILMN_1832843	
ILMN_1733616	TFEB
ILMN_1706149	PDCD2L
ILMN_1754045	FANCL
ILMN_2188909	FANCL
ILMN_1768553	LOC283050
ILMN_1660166	LOC646951
ILMN_1698548	LOC646780
ILMN_1871116	
ILMN_2118472	C10orf58
ILMN_2354285	GNRH2
ILMN_1868047	
ILMN_1676983	ZNF300
ILMN_1859529	
ILMN_2324994	IKBIP
ILMN_2324989	IKBIP
ILMN_2246083	C7orf28B
ILMN_1776777	ADAR
ILMN_1730645	TMEFF2
ILMN_1828380	
ILMN_1718198	NPY5R
ILMN_2047914	NPY5R
ILMN_1806508	B4GALT2
ILMN_1753755	B4GALT2
ILMN_1736054	SUB1
ILMN_1885771	
ILMN_1718988	DAZAP2
ILMN_1652646	LOC441196
ILMN_1854826	
ILMN_1699160	ITK
ILMN_1747673	RASL10A
ILMN_1688899	RASL10A
ILMN_1758924	LRFN2
ILMN_1763767	LOC646596
ILMN_1738858	LOC131055
ILMN_1745374	IFI35
ILMN_1768877	CCDC7
ILMN_1903980	
ILMN_1657139	ADAT1
ILMN_1689306	TMC7
ILMN_1873112	
ILMN_1884449	
ILMN_1709379	FAM75A1
ILMN_1668505	LOC652887
ILMN_1696068	LOC647131
ILMN_1802691	WDR52
ILMN_2189037	WDR52
ILMN_1740744	PRAME
ILMN_2344130	PSMD4
ILMN_1728355	PSMD4
ILMN_1747622	CD33
ILMN_1912619	
ILMN_1681616	GTF2A1L
ILMN_1887361	
ILMN_1693465	LOC392506
ILMN_1750693	SSR1
ILMN_2206953	PLCL1
ILMN_1721088	MS4A15
ILMN_1705225	PRTG
ILMN_2084031	PRTG
ILMN_1660085	PRTG
ILMN_1810115	KCTD2
ILMN_1680927	CASC2
ILMN_1670652	CYP2C9
ILMN_1684571	RSPH1
ILMN_2179229	PYGO1
ILMN_1783337	DECR2
ILMN_1879058	
ILMN_2291891	CFL2
ILMN_1682312	CYBB
ILMN_2168079	C11orf76
ILMN_1669579	C11orf76
ILMN_1811632	FMO5
ILMN_1780047	PLEKHG5
ILMN_1857797	
ILMN_1817411	
ILMN_1695949	SIGLEC12
ILMN_1716006	C18orf54
ILMN_1663227	LOC646750
ILMN_1654939	TMED2
ILMN_2191003	KRTAP5-1
ILMN_1716362	MPPED1
ILMN_2323366	SDHC
ILMN_1769839	L1TD1
ILMN_1796969	POU4F3
ILMN_1813374	C19orf28
ILMN_1656194	TSPAN10
ILMN_1652799	LOC441873
ILMN_1731113	ZBTB43
ILMN_1775111	SND1
ILMN_1888055	
ILMN_1792995	MEIS2
ILMN_1726289	C12orf35
ILMN_1742093	LOC644539
ILMN_1731268	GAK
ILMN_1851990	
ILMN_1655462	LOC388922
ILMN_1783864	LOC390349
ILMN_1870067	
ILMN_1732189	SYCE1
ILMN_1814256	LOC388381
ILMN_2349061	IRF7
ILMN_1798181	IRF7
ILMN_2273103	ELK4
ILMN_1771805	ELK4
ILMN_1660886	ELK4
ILMN_2079890	G6PC
ILMN_1913831	
ILMN_1700610	CLEC7A
ILMN_1666493	CCR10
ILMN_1710606	C8A
ILMN_1669321	MATK
ILMN_1679042	LOC645937
ILMN_1779404	PUF60
ILMN_1806782	ZNF235
ILMN_1906178	
ILMN_1857355	
ILMN_2145997	SP4
ILMN_1752746	LOC646324
ILMN_1866255	
ILMN_1882185	
ILMN_1758943	FAM5C
ILMN_2092589	FAM5C
ILMN_1686466	FBXO24
ILMN_2352633	ARHGAP24
ILMN_1855966	
ILMN_1784763	LOC645373
ILMN_1800689	LOC643422
ILMN_1915365	
ILMN_1721732	GSDMC
ILMN_1915989	
ILMN_1684349	IL2RB
ILMN_1768261	LOC653591
ILMN_1881000	
ILMN_1839149	
ILMN_1657373	LEPREL1
ILMN_2230178	DAND5
ILMN_1747105	CAPS2
ILMN_1735762	NPNT
ILMN_1865671	
ILMN_1704617	EFHB
ILMN_1800871	RAB6A
ILMN_1689116	PEMT
ILMN_1745699	METTL2A
ILMN_1893411	
ILMN_1709919	PLP1
ILMN_1743535	PIP5K3
ILMN_1760314	CCDC8
ILMN_1664499	PLEKHG7
ILMN_1880965	
ILMN_1818981	
ILMN_1671812	ANKRD21
ILMN_1744815	PVRL1
ILMN_1906329	
ILMN_1673322	SLED1
ILMN_1785424	ABLIM1
ILMN_1731610	ABLIM1
ILMN_1866935	
ILMN_1770758	AKAP6
ILMN_1848502	
ILMN_1857761	
ILMN_1894428	
ILMN_1773031	TAPBP
ILMN_2399686	ZNF238
ILMN_1663155	ZNF238
ILMN_2186877	FLJ10213
ILMN_2320330	MAL
ILMN_2069399	PGM5P2
ILMN_1702760	PGM5P2
ILMN_1692464	FLJ20699
ILMN_1882671	
ILMN_1858967	
ILMN_1726928	TCEA3
ILMN_1714960	IQCH
ILMN_2310814	MAPT
ILMN_1911171	
ILMN_1885762	
ILMN_1842417	
ILMN_1861567	
ILMN_1824297	
ILMN_2241412	FGFR4
ILMN_1689475	LOC644769
ILMN_1718171	MED26
ILMN_1662397	LOC441261
ILMN_1652969	ZNF479
ILMN_1810838	MTDH
ILMN_1679322	SH2D4A
ILMN_1743357	XPNPEP2
ILMN_1748836	FUZ
ILMN_1654457	TXN2
ILMN_1779536	NCRNA00153
ILMN_1810387	PLAA
ILMN_1769822	PLAA
ILMN_1743205	ABCA7
ILMN_1729894	ABCA7
ILMN_1701967	SHC1
ILMN_1817531	
ILMN_1685327	SON
ILMN_1889440	
ILMN_1719695	NFKBIZ
ILMN_1698144	CFH
ILMN_1695261	LOC285176
ILMN_2392569	FPR2
ILMN_1811823	MED25
ILMN_2233576	GAGE12I
ILMN_1691563	GAGE12I
ILMN_1850990	
ILMN_1700994	KREMEN1
ILMN_1772697	KREMEN1
ILMN_1751093	DUSP5P
ILMN_2051731	DUSP5P
ILMN_1720249	LOC648057
ILMN_1673608	LOC643605
ILMN_1915799	
ILMN_1885233	
ILMN_1881841	
ILMN_2320853	UBE2D3
ILMN_2320850	UBE2D3
ILMN_1651506	NCOA6IP
ILMN_2142353	GRTP1
ILMN_1728983	NR2C1
ILMN_1774382	NR2C1
ILMN_1787555	UNQ6975
ILMN_1687721	PROC
ILMN_1848328	
ILMN_2233334	MYH16
ILMN_2233339	MYH16
ILMN_1684567	LOC652436
ILMN_1666392	WNT4
ILMN_1752247	AKAP13
ILMN_2258977	XAGE1
ILMN_2343774	XAGE1
ILMN_2343765	XAGE1
ILMN_2258982	XAGE1
ILMN_1702371	BMPER
ILMN_1691428	PSMD12
ILMN_1742400	CEP350
ILMN_1821911	
ILMN_1864808	
ILMN_1894423	
ILMN_1663723	SLC13A4
ILMN_1762843	FAM163B
ILMN_2093072	FAM163B
ILMN_1910817	
ILMN_1750330	OR51E1
ILMN_1656792	FLYWCH1
ILMN_1783946	MRC2
ILMN_1724247	LOC130678
ILMN_1667257	SDHB
ILMN_1665294	LOC644992
ILMN_2315208	CAMK2B
ILMN_1674574	VNN1
ILMN_1756867	ATE1
ILMN_1812479	ATE1
ILMN_2381769	ATE1
ILMN_1682873	LOC388474
ILMN_1772814	NLK
ILMN_1863607	
ILMN_1826143	
ILMN_2330966	PTK2B
ILMN_1759690	PRB3
ILMN_2183784	TTC12
ILMN_1815502	KIAA0363
ILMN_1708092	LOC732343
ILMN_1705244	DNAH11
ILMN_1775734	SH2D3C
ILMN_1748563	LOC85391
ILMN_1902000	
ILMN_1676520	KGFLP1
ILMN_1713823	KGFLP1
ILMN_1692030	LOC645273
ILMN_1771832	PARP6
ILMN_1745368	TMEM50A
ILMN_1912873	
ILMN_1662413	HGSNAT
ILMN_1711465	HGSNAT
ILMN_1684060	CXYorf2
ILMN_1913285	
ILMN_1900595	
ILMN_1809477	CARHSP1
ILMN_1802766	WDR40B
ILMN_1738885	WDR40B
ILMN_1677511	PTGS2
ILMN_1696214	NHEJ1
ILMN_1838197	
ILMN_1772208	CCDC88B
ILMN_1750689	MPP5
ILMN_1851066	
ILMN_1829118	
ILMN_1897650	
ILMN_1684699	ELF5
ILMN_1857687	
ILMN_1870360	
ILMN_2401352	UHRF1
ILMN_2141790	HYOU1
ILMN_1722089	RNF217
ILMN_1657163	LOC641741
ILMN_1690262	SNAI3
ILMN_1718866	C5orf46
ILMN_1659365	LOC653071
ILMN_1663455	LOC648900
ILMN_1795227	DNCL1
ILMN_1871704	
ILMN_1737418	ACSL6
ILMN_1730025	ACSL6
ILMN_2300636	HMGXB4
ILMN_1761722	ZNF579
ILMN_1901774	
ILMN_1823274	
ILMN_1871262	
ILMN_1688458	CELA2B
ILMN_1767827	GRK7
ILMN_1680314	TXN
ILMN_2038776	TXN
ILMN_2195957	RHOBTB2
ILMN_1860893	
ILMN_1798429	LOC653524
ILMN_1748271	ATF2
ILMN_1665660	C11orf17
ILMN_1788356	C11orf17
ILMN_1752988	C11orf17
ILMN_1808625	C17orf51
ILMN_1796572	HFM1
ILMN_1878147	
ILMN_1676577	LOC440334
ILMN_1896121	
ILMN_1877890	
ILMN_1897910	
ILMN_1756308	NAE1
ILMN_1705869	LOC440297
ILMN_1870943	
ILMN_1709451	TFPT
ILMN_1663718	LHFPL3
ILMN_1705769	IL7
ILMN_2059744	IL7
ILMN_1759023	WFS1
ILMN_1761425	OLFML2A
ILMN_1661957	LOC647816
ILMN_1720114	GMNN
ILMN_2048507	KLF3
ILMN_1911091	
ILMN_1896838	
ILMN_1900176	
ILMN_1840401	
